# timestamp tx ty tz qx qy qz qw
1403636628.46356 -0.032027 -0.278620 0.445648 0.809439 -0.054775 0.584173 0.023450
1403636628.51356 -0.028170 -0.286828 0.454438 0.809688 -0.055213 0.583840 0.022097
1403636628.56356 -0.024907 -0.295653 0.461770 0.810058 -0.055727 0.583330 0.020642
1403636628.61356 -0.022189 -0.305088 0.467534 0.810392 -0.055621 0.582931 0.019037
1403636628.66356 -0.019941 -0.315438 0.471831 0.810477 -0.055171 0.582873 0.018499
1403636628.71356 -0.018064 -0.326914 0.474723 0.810713 -0.054483 0.582540 0.020557
1403636628.76356 -0.016798 -0.339257 0.475696 0.812238 -0.054504 0.580258 0.024480
1403636628.81356 -0.015944 -0.352206 0.475333 0.814411 -0.055330 0.576896 0.029392
1403636628.86356 -0.015024 -0.365841 0.474057 0.816881 -0.056954 0.572987 0.033867
1403636628.91356 -0.013547 -0.379468 0.474198 0.819319 -0.059088 0.569046 0.037579
1403636628.96356 -0.013438 -0.393205 0.476279 0.821243 -0.060827 0.565875 0.040563
1403636629.01356 -0.013728 -0.407111 0.480608 0.822775 -0.063079 0.563268 0.042329
1403636629.06356 -0.014698 -0.420776 0.487287 0.823460 -0.065526 0.561860 0.043963
1403636629.11356 -0.016042 -0.434721 0.495521 0.823619 -0.067259 0.561217 0.046523
1403636629.16356 -0.015909 -0.449423 0.502957 0.823449 -0.071161 0.560796 0.048741
1403636629.21356 -0.015650 -0.464876 0.509636 0.822374 -0.075833 0.561478 0.051895
1403636629.26356 -0.014136 -0.480151 0.514675 0.820920 -0.080395 0.562707 0.054659
1403636629.31356 -0.012001 -0.495727 0.518267 0.819036 -0.085341 0.564563 0.056269
1403636629.36356 -0.008332 -0.511390 0.520251 0.817201 -0.089965 0.566441 0.056861
1403636629.41356 -0.004283 -0.527515 0.520649 0.814813 -0.095158 0.569108 0.056036
1403636629.46356 0.000871 -0.544316 0.519776 0.812001 -0.101829 0.571981 0.055872
1403636629.51356 0.003961 -0.561874 0.517317 0.809849 -0.109073 0.573607 0.056779
1403636629.56356 0.008863 -0.580414 0.512198 0.809228 -0.116514 0.572828 0.058673
1403636629.61356 0.013078 -0.600074 0.505663 0.810019 -0.123527 0.569709 0.063566
1403636629.66356 0.017507 -0.620050 0.497515 0.811980 -0.130966 0.564598 0.069034
1403636629.71356 0.027026 -0.642259 0.487706 0.813868 -0.138910 0.559228 0.074742
1403636629.76356 0.034581 -0.664004 0.476535 0.815302 -0.147160 0.554062 0.081503
1403636629.81356 0.041652 -0.686476 0.464250 0.815607 -0.156068 0.550096 0.088446
1403636629.86356 0.049346 -0.709145 0.451046 0.815417 -0.165357 0.546538 0.095125
1403636629.91356 0.058797 -0.732253 0.437960 0.814715 -0.174065 0.543793 0.101142
1403636629.96356 0.070763 -0.755969 0.426010 0.813805 -0.181415 0.541687 0.106699
1403636630.01356 0.084811 -0.779753 0.414766 0.812602 -0.187934 0.540533 0.110378
1403636630.06356 0.094377 -0.803899 0.407210 0.810476 -0.192860 0.541192 0.114214
1403636630.11356 0.109252 -0.828154 0.401206 0.807157 -0.196770 0.544003 0.117648
1403636630.16356 0.121625 -0.853188 0.398347 0.802330 -0.199768 0.549272 0.121072
1403636630.21356 0.135134 -0.878655 0.396939 0.797843 -0.201886 0.554221 0.124609
1403636630.26356 0.148145 -0.903702 0.398042 0.793811 -0.203664 0.558775 0.127106
1403636630.31356 0.168703 -0.929199 0.398798 0.791831 -0.205306 0.560737 0.128168
1403636630.36356 0.182429 -0.954141 0.401815 0.791983 -0.206226 0.560013 0.128915
1403636630.41356 0.196079 -0.979297 0.406256 0.792634 -0.206695 0.558803 0.129416
1403636630.46356 0.210069 -1.004312 0.412035 0.794546 -0.206202 0.556148 0.129913
1403636630.51356 0.227877 -1.029258 0.419343 0.795823 -0.205556 0.554539 0.129999
1403636630.56356 0.245211 -1.054443 0.427783 0.797406 -0.203538 0.552730 0.131169
1403636630.61356 0.262789 -1.079464 0.436437 0.798298 -0.201146 0.552059 0.132257
1403636630.66356 0.281194 -1.104119 0.443589 0.799783 -0.198987 0.550623 0.132536
1403636630.71356 0.299541 -1.128923 0.449602 0.800696 -0.197275 0.549980 0.132253
1403636630.76356 0.316975 -1.152487 0.455029 0.800806 -0.196922 0.550343 0.130591
1403636630.81356 0.335407 -1.177326 0.458172 0.801192 -0.196771 0.550419 0.128108
1403636630.86356 0.351847 -1.199770 0.461654 0.801172 -0.196725 0.550903 0.126211
1403636630.91356 0.369382 -1.222724 0.462806 0.800932 -0.196789 0.551733 0.123987
1403636630.96356 0.387198 -1.245587 0.462533 0.800722 -0.196894 0.552409 0.122155
1403636631.01356 0.404789 -1.268493 0.461376 0.800523 -0.196888 0.552856 0.121443
1403636631.06356 0.422888 -1.291459 0.459639 0.799962 -0.196215 0.554045 0.120808
1403636631.11356 0.439300 -1.314196 0.458081 0.798854 -0.195724 0.555761 0.121058
1403636631.16356 0.457254 -1.336744 0.455564 0.798020 -0.195173 0.557109 0.121248
1403636631.21356 0.474828 -1.359090 0.453023 0.796856 -0.194399 0.559047 0.121226
1403636631.26356 0.492631 -1.381472 0.449997 0.796110 -0.193577 0.560258 0.121856
1403636631.31356 0.510272 -1.403701 0.446620 0.796070 -0.193323 0.560506 0.121377
1403636631.36356 0.527749 -1.425912 0.442094 0.796088 -0.192581 0.560641 0.121809
1403636631.41356 0.545256 -1.447874 0.435844 0.796109 -0.192186 0.560792 0.121605
1403636631.46356 0.562298 -1.469673 0.428186 0.796285 -0.191258 0.560738 0.122157
1403636631.51356 0.578827 -1.490215 0.419281 0.796630 -0.190024 0.560507 0.122897
1403636631.56356 0.595580 -1.511256 0.410085 0.796647 -0.188770 0.560658 0.124025
1403636631.61356 0.611924 -1.531925 0.401246 0.797046 -0.187466 0.560399 0.124612
1403636631.66356 0.621951 -1.551677 0.394592 0.797563 -0.186022 0.560051 0.125027
1403636631.71356 0.638557 -1.571977 0.387829 0.797876 -0.185158 0.559832 0.125293
1403636631.76356 0.653783 -1.591390 0.383100 0.798277 -0.184316 0.559473 0.125581
1403636631.81356 0.669637 -1.610546 0.380697 0.798150 -0.183463 0.559933 0.125589
1403636631.86356 0.685598 -1.629844 0.380237 0.798543 -0.182510 0.559475 0.126515
1403636631.91356 0.701668 -1.648590 0.380277 0.799146 -0.181678 0.558741 0.127154
1403636631.96356 0.717811 -1.666802 0.380513 0.799328 -0.181267 0.558509 0.127614
1403636632.01356 0.734371 -1.684556 0.381128 0.799033 -0.181374 0.558836 0.127878
1403636632.06356 0.750932 -1.701244 0.382237 0.798085 -0.181101 0.560090 0.128691
1403636632.11356 0.767037 -1.717271 0.383041 0.797260 -0.179920 0.561279 0.130272
1403636632.16356 0.782890 -1.732065 0.384296 0.796503 -0.178327 0.562062 0.133672
1403636632.21356 0.799271 -1.746496 0.384846 0.796625 -0.177974 0.561710 0.134890
1403636632.26356 0.815610 -1.759969 0.384044 0.795861 -0.178984 0.562523 0.134675
1403636632.31356 0.831875 -1.772666 0.381477 0.795496 -0.179926 0.562801 0.134414
1403636632.36356 0.847800 -1.784642 0.377361 0.795034 -0.180718 0.563312 0.133946
1403636632.41356 0.863829 -1.795861 0.371543 0.795380 -0.181468 0.562551 0.134077
1403636632.46356 0.880059 -1.806168 0.364246 0.796666 -0.183893 0.560582 0.131358
1403636632.51356 0.896492 -1.816060 0.355911 0.798407 -0.185588 0.558593 0.126791
1403636632.56356 0.913231 -1.825657 0.346515 0.801299 -0.187385 0.555337 0.120035
1403636632.61356 0.930390 -1.835297 0.336588 0.804192 -0.187717 0.552556 0.112778
1403636632.66356 0.948389 -1.845300 0.326507 0.806863 -0.185676 0.550742 0.105730
1403636632.71356 0.967103 -1.855884 0.316784 0.809116 -0.181258 0.550200 0.098773
1403636632.76356 0.986464 -1.867126 0.308469 0.811048 -0.174682 0.550655 0.092013
1403636632.81356 1.006046 -1.879237 0.302272 0.812543 -0.164725 0.552333 0.086987
1403636632.86356 1.027265 -1.893135 0.298872 0.813011 -0.152155 0.555691 0.084075
1403636632.91356 1.048404 -1.907110 0.297332 0.812718 -0.138910 0.559943 0.081592
1403636632.96356 1.069971 -1.921543 0.297083 0.812980 -0.127079 0.562651 0.079615
1403636633.01356 1.092179 -1.936230 0.298255 0.813084 -0.116619 0.565018 0.077777
1403636633.06356 1.114479 -1.950657 0.300473 0.813862 -0.107992 0.565921 0.075492
1403636633.11356 1.136520 -1.964863 0.302346 0.814266 -0.101108 0.566977 0.072691
1403636633.16356 1.158807 -1.978522 0.303169 0.814943 -0.095407 0.567277 0.070439
1403636633.21356 1.181384 -1.991753 0.302381 0.815383 -0.091368 0.567614 0.067941
1403636633.26356 1.204113 -2.004808 0.299675 0.816460 -0.089045 0.566788 0.064923
1403636633.31356 1.227216 -2.017603 0.296161 0.817523 -0.087723 0.565786 0.062025
1403636633.36356 1.250435 -2.030590 0.291363 0.818603 -0.087721 0.564612 0.058373
1403636633.41356 1.274169 -2.043556 0.285538 0.819844 -0.088450 0.562948 0.055869
1403636633.46356 1.298626 -2.056917 0.279029 0.820895 -0.089348 0.561506 0.053477
1403636633.51356 1.324093 -2.071055 0.271838 0.821776 -0.090203 0.560152 0.052705
1403636633.56356 1.349546 -2.084453 0.263829 0.822706 -0.091610 0.558609 0.052140
1403636633.61356 1.375767 -2.098233 0.256255 0.823813 -0.092687 0.556792 0.052195
1403636633.66356 1.403122 -2.112524 0.249975 0.824538 -0.093790 0.555425 0.053329
1403636633.71356 1.430905 -2.127049 0.245319 0.824182 -0.095140 0.555640 0.054182
1403636633.76356 1.459620 -2.141806 0.242179 0.823609 -0.096631 0.556192 0.054594
1403636633.81356 1.489235 -2.157119 0.240697 0.823283 -0.098267 0.556331 0.055179
1403636633.86356 1.519553 -2.172539 0.240988 0.822311 -0.100397 0.557413 0.054918
1403636633.91356 1.550033 -2.188185 0.242198 0.821241 -0.103814 0.558564 0.052835
1403636633.96356 1.580917 -2.204313 0.243090 0.819648 -0.107453 0.560441 0.050365
1403636634.01356 1.611768 -2.221274 0.242644 0.818073 -0.110719 0.562263 0.048564
1403636634.06356 1.642997 -2.238983 0.241025 0.817546 -0.113041 0.562614 0.048018
1403636634.11356 1.674980 -2.258380 0.239830 0.817745 -0.113107 0.562334 0.047745
1403636634.16356 1.706409 -2.278207 0.240280 0.818511 -0.112298 0.561321 0.048448
1403636634.21356 1.738574 -2.299339 0.242956 0.819639 -0.110058 0.559936 0.050517
1403636634.26356 1.771648 -2.321551 0.247549 0.819841 -0.106980 0.559951 0.053579
1403636634.31356 1.805138 -2.344303 0.253548 0.818435 -0.104122 0.562275 0.056301
1403636634.36356 1.839158 -2.367330 0.259714 0.816172 -0.101383 0.565810 0.058685
1403636634.41356 1.872845 -2.390535 0.264619 0.813793 -0.098679 0.569462 0.060961
1403636634.46356 1.906112 -2.413755 0.267344 0.812319 -0.096590 0.571748 0.062551
1403636634.51356 1.938598 -2.436033 0.267570 0.810498 -0.094731 0.574555 0.063296
1403636634.56356 1.971652 -2.458663 0.266782 0.809305 -0.093198 0.576438 0.063710
1403636634.61356 2.004365 -2.480583 0.264368 0.808912 -0.090612 0.577376 0.063934
1403636634.66356 2.036694 -2.501836 0.260530 0.808931 -0.086995 0.578045 0.062667
1403636634.76356 2.099561 -2.542827 0.254037 0.810697 -0.078910 0.577030 0.059823
1403636634.81356 2.130491 -2.562699 0.251946 0.812210 -0.076247 0.575513 0.057326
1403636634.86356 2.161540 -2.582271 0.251203 0.813652 -0.073855 0.574021 0.054906
1403636634.91356 2.192094 -2.601025 0.252572 0.814851 -0.071065 0.572888 0.052600
1403636634.96356 2.222657 -2.619476 0.255635 0.816588 -0.068270 0.570911 0.050837
1403636635.01356 2.253554 -2.637937 0.260126 0.817074 -0.065292 0.570641 0.049961
1403636635.06356 2.284326 -2.655720 0.263787 0.818199 -0.062830 0.569381 0.049064
1403636635.11356 2.315007 -2.673130 0.266155 0.819227 -0.060907 0.568180 0.048259
1403636635.16356 2.344162 -2.690721 0.266920 0.819856 -0.059732 0.567510 0.046901
1403636635.21356 2.374903 -2.707967 0.266389 0.820859 -0.058864 0.566256 0.045596
1403636635.26356 2.405860 -2.724508 0.264570 0.821377 -0.058980 0.565698 0.042984
1403636635.31356 2.436847 -2.740486 0.261543 0.822148 -0.059590 0.564704 0.040391
1403636635.36356 2.469136 -2.756936 0.258168 0.823050 -0.061535 0.563441 0.036569
1403636635.41356 2.501167 -2.773203 0.255934 0.823610 -0.062080 0.562686 0.034596
1403636635.46356 2.534014 -2.789372 0.254694 0.823305 -0.062863 0.563122 0.033336
1403636635.51356 2.567995 -2.805773 0.255226 0.823423 -0.064738 0.562878 0.030840
1403636635.56356 2.601542 -2.822347 0.257933 0.823444 -0.065276 0.562821 0.030189
1403636635.61356 2.633663 -2.839724 0.261279 0.822985 -0.066013 0.563446 0.029444
1403636635.66356 2.666791 -2.857681 0.266495 0.822346 -0.066860 0.564288 0.029253
1403636635.71356 2.701274 -2.876924 0.273118 0.821635 -0.067404 0.565257 0.029293
1403636635.76356 2.736036 -2.895437 0.282350 0.819629 -0.068878 0.568050 0.028005
1403636635.81356 2.771461 -2.914798 0.293748 0.817023 -0.071493 0.571600 0.025210
1403636635.86356 2.806535 -2.934753 0.306856 0.815288 -0.074017 0.573851 0.022874
1403636635.91356 2.840267 -2.955467 0.320869 0.815742 -0.076721 0.572959 0.019929
1403636635.96356 2.874510 -2.977381 0.335581 0.817641 -0.077760 0.570122 0.019422
1403636636.01356 2.908892 -3.000490 0.349493 0.820804 -0.077074 0.565593 0.021114
1403636636.06356 2.943639 -3.023925 0.362690 0.823335 -0.074865 0.562039 0.025030
1403636636.11356 2.978687 -3.047852 0.375094 0.825155 -0.072275 0.559507 0.029115
1403636636.16356 3.014416 -3.072258 0.388212 0.824470 -0.069620 0.560639 0.032952
1403636636.21356 3.049265 -3.096513 0.403239 0.821917 -0.066638 0.564483 0.037018
1403636636.26356 3.085147 -3.121620 0.420277 0.818582 -0.064178 0.569354 0.040514
1403636636.31356 3.120832 -3.146431 0.438441 0.815539 -0.062759 0.573717 0.042507
1403636636.36356 3.155875 -3.170698 0.457790 0.811658 -0.061500 0.579191 0.044358
1403636636.41356 3.190579 -3.194935 0.475851 0.806640 -0.060236 0.586188 0.045677
1403636636.46356 3.225267 -3.219266 0.492625 0.802588 -0.059291 0.591748 0.046608
1403636636.51356 3.257785 -3.242412 0.506508 0.800977 -0.057382 0.593883 0.049450
1403636636.56356 3.289002 -3.266758 0.517124 0.800450 -0.055137 0.594543 0.052518
1403636636.61356 3.319327 -3.289242 0.526319 0.800292 -0.052495 0.594661 0.056181
1403636636.66356 3.349763 -3.311205 0.534129 0.800830 -0.049675 0.593790 0.060148
1403636636.71356 3.378234 -3.331034 0.539668 0.801050 -0.047363 0.593323 0.063578
1403636636.76356 3.405180 -3.349077 0.543017 0.801555 -0.044889 0.592463 0.066945
1403636636.81356 3.431325 -3.365824 0.544507 0.801999 -0.041576 0.591601 0.071259
1403636636.86356 3.456616 -3.380798 0.544072 0.803073 -0.038764 0.589896 0.074785
1403636636.91356 3.482205 -3.394786 0.542346 0.804789 -0.040075 0.587813 0.072001
1403636636.96356 3.507154 -3.407114 0.539139 0.805848 -0.042957 0.586825 0.066338
1403636637.01356 3.542847 -3.424041 0.542945 0.807304 -0.046614 0.585263 0.059614
1403636637.06356 3.566696 -3.433928 0.538147 0.808014 -0.049922 0.584595 0.053580
1403636637.11356 3.587541 -3.442847 0.532028 0.809341 -0.052391 0.582965 0.048727
1403636637.16356 3.609815 -3.451827 0.525618 0.811371 -0.053906 0.580247 0.045659
1403636637.21356 3.631841 -3.460094 0.518537 0.813871 -0.054454 0.576796 0.044216
1403636637.26356 3.652673 -3.467441 0.511820 0.815648 -0.054617 0.574364 0.042914
1403636637.31356 3.674587 -3.474886 0.506742 0.817175 -0.054483 0.572260 0.042141
1403636637.36356 3.697394 -3.481493 0.503911 0.818249 -0.053956 0.570742 0.042552
1403636637.41356 3.721054 -3.487541 0.502750 0.818761 -0.053843 0.570120 0.041160
1403636637.46356 3.746674 -3.493347 0.504858 0.819924 -0.052882 0.568526 0.041311
1403636637.51356 3.771867 -3.498921 0.508510 0.820196 -0.053043 0.568189 0.040336
1403636637.56356 3.795848 -3.503729 0.512863 0.821092 -0.052900 0.566962 0.039545
1403636637.61356 3.819463 -3.508898 0.518438 0.821169 -0.053181 0.566924 0.038078
1403636637.66356 3.838566 -3.514876 0.522935 0.821553 -0.053605 0.566391 0.037130
1403636637.71356 3.863055 -3.520422 0.532317 0.821147 -0.053072 0.567028 0.037150
1403636637.76356 3.888019 -3.526090 0.542669 0.820434 -0.052457 0.568119 0.037105
1403636637.81356 3.913653 -3.531706 0.555284 0.819116 -0.051865 0.570051 0.037427
1403636637.86356 3.939537 -3.537159 0.569408 0.818168 -0.051432 0.571450 0.037437
1403636637.91356 3.965749 -3.542639 0.584752 0.816988 -0.051089 0.573181 0.037213
1403636637.96356 3.992141 -3.548261 0.597623 0.815434 -0.050805 0.575417 0.037171
1403636638.01356 4.018245 -3.553999 0.606240 0.814391 -0.050644 0.576913 0.037056
1403636638.06356 4.043837 -3.559133 0.610547 0.813335 -0.050336 0.578444 0.036812
1403636638.11356 4.068517 -3.564763 0.610686 0.812035 -0.050307 0.580287 0.036557
1403636638.16356 4.092539 -3.569039 0.608149 0.811111 -0.050287 0.581603 0.036182
1403636638.21356 4.114902 -3.573529 0.603427 0.810860 -0.049965 0.581985 0.036093
1403636638.26356 4.134496 -3.577849 0.596705 0.810429 -0.049753 0.582584 0.036408
1403636638.31356 4.153243 -3.581964 0.588206 0.811346 -0.050707 0.581344 0.034429
1403636638.36356 4.172785 -3.586212 0.578774 0.814429 -0.053580 0.576997 0.030154
1403636638.41356 4.191614 -3.590637 0.567426 0.819892 -0.057290 0.569097 0.024980
1403636638.46356 4.209806 -3.595867 0.554843 0.825268 -0.060269 0.561143 0.020490
1403636638.51356 4.230769 -3.602203 0.542500 0.829716 -0.063411 0.554342 0.015993
1403636638.56356 4.251114 -3.609179 0.532462 0.832293 -0.064597 0.550367 0.014524
1403636638.61356 4.272734 -3.617491 0.525514 0.833570 -0.063302 0.548541 0.016030
1403636638.66356 4.296502 -3.626799 0.521969 0.833004 -0.059775 0.549650 0.020397
1403636638.71356 4.321870 -3.637030 0.521392 0.831649 -0.057389 0.551812 0.023878
1403636638.76356 4.348457 -3.647604 0.523014 0.829259 -0.055074 0.555511 0.026509
1403636638.81356 4.376042 -3.658745 0.527133 0.826404 -0.053660 0.559822 0.027872
1403636638.86356 4.404648 -3.669872 0.533191 0.823870 -0.053566 0.563549 0.027941
1403636638.91356 4.432369 -3.680951 0.539339 0.821937 -0.054170 0.566387 0.026269
1403636638.96356 4.461148 -3.692732 0.547100 0.820368 -0.055314 0.568642 0.024142
1403636639.01356 4.492667 -3.705575 0.555574 0.819909 -0.058246 0.569189 0.019519
1403636639.06356 4.523495 -3.718714 0.562773 0.819114 -0.061587 0.570133 0.014392
1403636639.11356 4.557733 -3.734101 0.568343 0.818646 -0.064342 0.570595 0.010016
1403636639.16356 4.589192 -3.749359 0.569717 0.818722 -0.066794 0.570255 0.006440
1403636639.21356 4.620885 -3.765868 0.567266 0.818669 -0.068701 0.570130 0.003574
1403636639.26356 4.653061 -3.783756 0.560834 0.819153 -0.069487 0.569346 0.002280
1403636639.31356 4.685174 -3.803371 0.552335 0.819604 -0.066823 0.568987 0.006165
1403636639.36356 4.717644 -3.824507 0.542974 0.820259 -0.063112 0.568388 0.011279
1403636639.41356 4.750750 -3.846611 0.532470 0.820974 -0.059354 0.567630 0.016580
1403636639.46356 4.783522 -3.869398 0.520860 0.821426 -0.055444 0.567191 0.021886
1403636639.51356 4.816279 -3.893005 0.508654 0.821074 -0.051373 0.567839 0.027522
1403636639.56356 4.849301 -3.916482 0.495723 0.820283 -0.046741 0.569037 0.033863
1403636639.61356 4.881678 -3.939665 0.481649 0.819518 -0.043142 0.570133 0.038434
1403636639.66356 4.914881 -3.961914 0.468093 0.817695 -0.041601 0.572761 0.039861
1403636639.71356 4.947778 -3.983347 0.456000 0.815264 -0.041992 0.576258 0.038829
1403636639.76356 4.981056 -4.003897 0.445245 0.812934 -0.043526 0.579599 0.036185
1403636639.81356 5.013444 -4.024099 0.436353 0.811680 -0.044614 0.581376 0.034456
1403636639.86356 5.045370 -4.043752 0.429499 0.810796 -0.046083 0.582636 0.031963
1403636639.91356 5.076060 -4.063210 0.425003 0.810355 -0.047059 0.583294 0.029627
1403636639.96356 5.106158 -4.081979 0.421848 0.810046 -0.047420 0.583726 0.028993
1403636640.01356 5.136368 -4.100440 0.420089 0.809738 -0.046875 0.584226 0.028394
